text,cedis_code,cedis_complaint,domain,source,rule_applied
coughing w Blood,655,Hemoptysis,Respiratory,silver,
WRC FAC,999,Unknown,General and Minor,silver,
"Testicular pain, r/o testicular torsion",305,Scrotal pain and/or swelling,Genitourinary,silver,
miscarriage,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Altered L.O.C,401,Altered level of consciousness,Neurologic,silver,
Fall from stationary vehicle,802,Major trauma—blunt,Trauma,silver,
cervical spinal fracture,552,Traumatic back/spine injury,Orthopedic,silver,
multiple stab wounds,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"L pneumothorax, SDH, IPH, SAH",802,Major trauma—blunt,Trauma,silver,
"hypoxia, RSV+",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
dehydration,866,Minor complaints NOS,General and Minor,silver,
"feer, abd pain",852,Fever,General and Minor,silver,
SAB,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
eyelid laceration,704,Laceration/puncture,Skin,silver,
abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
OD: Tranapol,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
overdose intentional,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
drank bleach,204,Chemical exposure,Environmental,silver,
Accidental ingestion of Lisinopril,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Finger injury,556,Upper extremity injury,Orthopedic,silver,
STEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
respiratory,651,Shortness of breath,Respiratory,silver,
Ruptured Appendicitis,251,Abdominal pain,Gastrointestinal,silver,
Possible COVID/SARS,653,Cough/congestion,Respiratory,rule,COVID
<PERSON> gangrene,709,Localized swelling/redness,Skin,rule,GANGRENE
pirulinate dislocation,999,Unknown,General and Minor,silver,
synocopal episode,8,Syncope/pre-syncope,Cardiovascular,silver,
acute liver failure,261,Jaundice,Gastrointestinal,silver,
Resp Distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"colitis, acute colovesical fistula",251,Abdominal pain,Gastrointestinal,silver,
contractions R/O labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
SI with Plan,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Skull Fructure,802,Major trauma—blunt,Trauma,silver,
septic elbow,558,Joint(s) swelling,Orthopedic,silver,
unable to move arms,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
epelicticus,405,Seizure,Neurologic,silver,
Preeclampsia,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
found unresponsive,401,Altered level of consciousness,Neurologic,silver,
neurologic deficit,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
ongioedema,657,Allergic reaction,Respiratory,silver,
Puncture wound,704,Laceration/puncture,Skin,silver,
fever,852,Fever,General and Minor,silver,
fever abd pain,251,Abdominal pain,Gastrointestinal,silver,
<PERSON>,999,Unknown,General and Minor,silver,
A Flutter RVR,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
sepsis with COVID,653,Cough/congestion,Respiratory,rule,COVID
Ac appendicitis,251,Abdominal pain,Gastrointestinal,silver,
RLQ pain,251,Abdominal pain,Gastrointestinal,silver,
head injury,407,Head injury,Neurologic,silver,
respiratory distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"seizure, fever",405,Seizure,Neurologic,silver,
"s/p trauma, maxilla fracture with lop laceration requiring repair under general anasthesia in OR",865,Post-operative complications,General and Minor,rule,POST_OP
withdrawal CIWA24,753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
Alcohol wdrwal,753,Substance withdrawal,Substance Misuse,silver,
"Abdominal pain, SMV thrombosis",251,Abdominal pain,Gastrointestinal,silver,
Physician eval,855,Direct referral for consultation,General and Minor,silver,
subdural hematoma,407,Head injury,Neurologic,silver,
NSTEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
Ideation,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Sepsis,999,Unknown,General and Minor,silver,
End Stage liver,999,Unknown,General and Minor,silver,
Liver failure,999,Unknown,General and Minor,silver,
liver failure,999,Unknown,General and Minor,silver,
Head injury,407,Head injury,Neurologic,silver,
PPH/retained placenta/preeclampsice,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
pneumomediastinum,999,Unknown,General and Minor,silver,
suicidal,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
ETOH / SI hanging attempt,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Stab wound,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
R/O Septic Joint,558,Joint(s) swelling,Orthopedic,silver,
Sever cellulitis,708,Rash,Skin,silver,
vision loss / eye pain,504,Visual disturbance,Ophthalmology,silver,
Vaginal bleeding,455,Vaginal bleed,OB/GYN,silver,
Molar pregnany,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
pneumonia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
throat swelling,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
laceration to neck,704,Laceration/puncture,Skin,silver,
SOB,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Head Injury,407,Head injury,Neurologic,silver,
Title 47 - SI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
pnuemothrax,999,Unknown,General and Minor,silver,
"Ischemic stroke, hypertensive emergency",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
SI/HI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
BRBPR,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Decreased SPO2,651,Shortness of breath,Respiratory,silver,
3x febrile,852,Fever,General and Minor,silver,
shortness of breath,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
possible stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
pnemonia bronchitis,154,URTI complaints,ENT - Nose,silver,
Arterial Epistaxis,151,Epistaxis,ENT - Nose,silver,
head trauma,407,Head injury,Neurologic,silver,
Back pain,551,Back pain,Orthopedic,silver,
Assault,802,Major trauma—blunt,Trauma,silver,
Hypertension,6,Hypertension,Cardiovascular,silver,
palpitation,5,Palpitations/irregular heart beat,Cardiovascular,silver,
undifferentiated chest pain/dyspnea,3,Chest pain—cardiac features,Cardiovascular,silver,
"Pneumonia, confusion",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"labs, eval",863,Abnormal lab values,General and Minor,silver,
SVT,5,Palpitations/irregular heart beat,Cardiovascular,silver,
"ascites, pleural",263,Abdominal mass/distention,Gastrointestinal,silver,
fever in infant,852,Fever,General and Minor,silver,
Blood Diarhea,260,Blood in stool/melena,Gastrointestinal,silver,
fever infant,852,Fever,General and Minor,silver,
fever unknown origin,852,Fever,General and Minor,silver,
facial burn,705,Burn,Skin,silver,
Appendicitis,251,Abdominal pain,Gastrointestinal,silver,
toxic injestion,752,Overdose ingestion,Substance Misuse,silver,
seizure,405,Seizure,Neurologic,silver,
seizures,405,Seizure,Neurologic,silver,
central line,860,Medical device problem,General and Minor,silver,
Fever for <DATE_TIME>,852,Fever,General and Minor,silver,
"pre term child, resp distress",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Acute allergic reaction,657,Allergic reaction,Respiratory,rule,ALLERGIC_REACTION
chest pain,3,Chest pain—cardiac features,Cardiovascular,silver,
hypo,854,Hypoglycemia,General and Minor,silver,
"weak, lethargic <DATE_TIME>",7,General weakness,Cardiovascular,silver,
Fever / Distress,852,Fever,General and Minor,silver,
"Unresponsive, drug overdose",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Bowel perforation gastric,259,Vomiting blood,Gastrointestinal,silver,
ABD Pain,251,Abdominal pain,Gastrointestinal,silver,
labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
burn,705,Burn,Skin,silver,
RLQ Pain,251,Abdominal pain,Gastrointestinal,silver,
Bleeding in trimester,455,Vaginal bleed,OB/GYN,silver,
Difficulty breathing,651,Shortness of breath,Respiratory,silver,
toxic ingestion,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
renal failure,863,Abnormal lab values,General and Minor,silver,
multisystem trauma,802,Major trauma—blunt,Trauma,silver,
L prox tib/fib fx,557,Lower extremity injury,Orthopedic,silver,
Drug Overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
CP,3,Chest pain—cardiac features,Cardiovascular,silver,
vaginal bleeding,455,Vaginal bleed,OB/GYN,silver,
Chest pain,3,Chest pain—cardiac features,Cardiovascular,silver,
hepatocellular failure,863,Abnormal lab values,General and Minor,silver,
Trauma,802,Major trauma—blunt,Trauma,silver,
Foreign body aspiration,656,Respiratory foreign body,Respiratory,silver,
