text,cedis_code,cedis_complaint,domain,source,rule_applied
Pocket infection of Pacemaker,865,Post-operative complications,General and Minor,silver,
"Cough, hypoxia, SIRS+",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"Fall, lt hip pain",555,Lower extremity pain,Orthopedic,silver,
SOB nausea,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
A fib,5,Palpitations/irregular heart beat,Cardiovascular,silver,
atrial fibrillation,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
Afib with RVR + chest pain,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
"<LOCATION>, Afib RVR",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
A Fib RVR,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
"SOB, CP, tachycardia",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
frost bite,201,Frostbite/cold injury,Environmental,rule,FROSTBITE
forearm FX,999,Unknown,General and Minor,silver,
"L weakness, stroke",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
PNA? urinary retention,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"CP, cough , covid +",653,Cough/congestion,Respiratory,rule,COVID
"Hypertensive emergency, Possible CUA",6,Hypertension,Cardiovascular,silver,
"<PERSON> pain, emesis, transaminitis",259,Vomiting blood,Gastrointestinal,silver,
recurrent nosebleed,151,Epistaxis,ENT - Nose,silver,
"Hip pain, r/o fracture",555,Lower extremity pain,Orthopedic,silver,
Ground level syncopal fall,8,Syncope/pre-syncope,Cardiovascular,silver,
Weakness/vertigo,402,Confusion,Neurologic,silver,
alleged mental status,402,Confusion,Neurologic,silver,
Flaccidiz,411,Floppy child,Neurologic,silver,
delirium,402,Confusion,Neurologic,silver,
<PERSON> Pain/Trauma to <PERSON>,999,Unknown,General and Minor,silver,
<LOCATION> neck fx,552,Traumatic back/spine injury,Orthopedic,silver,
pacemaker problem,860,Medical device problem,General and Minor,silver,
Intractible vomiting,257,Nausea and/or vomiting,Gastrointestinal,silver,
AICD fired Vtach runs,860,Medical device problem,General and Minor,silver,
"seizures, head injury",407,Head injury,Neurologic,silver,
"AMS, Vomiting",401,Altered level of consciousness,Neurologic,silver,
"AMS, fall",401,Altered level of consciousness,Neurologic,silver,
<PERSON> / middle cerebral artery stenosis,999,Unknown,General and Minor,silver,
Ischemic stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
CVA left,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
R Hip Dislocation,557,Lower extremity injury,Orthopedic,silver,
Rt Hip dislocation,557,Lower extremity injury,Orthopedic,silver,
distal femur fracture,557,Lower extremity injury,Orthopedic,silver,
heart failure,999,Unknown,General and Minor,silver,
Not speaking,401,Altered level of consciousness,Neurologic,silver,
Elevated troponin with near syncope,8,Syncope/pre-syncope,Cardiovascular,silver,
SOB/AFIB,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
Cholecystitis,251,Abdominal pain,Gastrointestinal,silver,
possible sepsis,999,Unknown,General and Minor,silver,
worsening respiration,651,Shortness of breath,Respiratory,silver,
SOB/CP,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
hip fracture,802,Major trauma—blunt,Trauma,silver,
Gallstone pancreatitis,251,Abdominal pain,Gastrointestinal,silver,
Possible CVA,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
hip and low back pain,555,Lower extremity pain,Orthopedic,silver,
bowel obstruction/abdominal infection,251,Abdominal pain,Gastrointestinal,silver,
<PERSON> Bite,701,Bite,Skin,silver,
L sided,999,Unknown,General and Minor,silver,
Pelvic Abcess,866,Minor complaints NOS,General and Minor,silver,
septic arthritis,866,Minor complaints NOS,General and Minor,silver,
"Fall, unable to move",802,Major trauma—blunt,Trauma,silver,
HIP FX,802,Major trauma—blunt,Trauma,silver,
pancreatitis,866,Minor complaints NOS,General and Minor,silver,
angioedema,657,Allergic reaction,Respiratory,silver,
distracted bladder,306,Urinary retention,Genitourinary,silver,
Chest pain/ACS,3,Chest pain—cardiac features,Cardiovascular,rule,ACS
COPD exacerbation,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"SOB, COPD exacerbation, CHF",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
respiratory failure,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Worsening swelling,9,"Edema, generalized",Cardiovascular,silver,
Acute HF,3,Chest pain—cardiac features,Cardiovascular,silver,
not mentating,402,Confusion,Neurologic,silver,
pancreatitis bowel,251,Abdominal pain,Gastrointestinal,silver,
"Ischemic stroke, hypotension, respiratory failure",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
rectal bleeding,260,Blood in stool/melena,Gastrointestinal,silver,
volvulus,251,Abdominal pain,Gastrointestinal,silver,
syncope,8,Syncope/pre-syncope,Cardiovascular,silver,
GI Bleed with hypotension,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
hip fracture,557,Lower extremity injury,Orthopedic,silver,
Stroke s/p tpa,865,Post-operative complications,General and Minor,rule,POST_OP
Hemorhaging,999,Unknown,General and Minor,silver,
NSFMEI,999,Unknown,General and Minor,silver,
"Xray, lab",859,Imaging tests,General and Minor,silver,
SOB needs 02,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
sepsis,852,Fever,General and Minor,silver,
stabilization,999,Unknown,General and Minor,silver,
R <PERSON>,999,Unknown,General and Minor,silver,
Hypoglycemia,854,Hypoglycemia,General and Minor,silver,
Pneumonia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Right LE Edema,10,Bilateral leg swelling/edema,Cardiovascular,silver,
"NSTEMI, anemia",3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
Lt sided weakness,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
hypetension,6,Hypertension,Cardiovascular,silver,
acute stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"R hip fracture, stroke",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"S/P Fall, Arm Pain, Head Laceration",865,Post-operative complications,General and Minor,rule,POST_OP
Possible Hip fracture,557,Lower extremity injury,Orthopedic,silver,
"cough, SOB",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
leg weakness,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
Stroke? R side,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
sepsis,866,Minor complaints NOS,General and Minor,silver,
"Seizure, likely ETOH withdrawal",753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
"Radiology, lab, physician",999,Unknown,General and Minor,silver,
"unresponsive, accelerated HTN",401,Altered level of consciousness,Neurologic,silver,
Numbness,410,Sensory loss/paresthesia,Neurologic,silver,
Dysorthria,999,Unknown,General and Minor,silver,
heart failure / pulm edema,9,"Edema, generalized",Cardiovascular,silver,
HF/COVID,653,Cough/congestion,Respiratory,rule,COVID
"NSTEMI, HF",3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
T-12 fracture,552,Traumatic back/spine injury,Orthopedic,silver,
L hip fracture,557,Lower extremity injury,Orthopedic,silver,
R Side weakness,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
resp failure,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Stroke like symptoms,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
<PERSON> overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
LE Cellulitis,12,Unilateral reddened hot limb,Cardiovascular,silver,
Subdural Hematoma,407,Head injury,Neurologic,silver,
A-fib,5,Palpitations/irregular heart beat,Cardiovascular,silver,
2nd degree burns,705,Burn,Skin,silver,
Probable hip fracture,557,Lower extremity injury,Orthopedic,silver,
"Fall, hip pain L ?fracture",557,Lower extremity injury,Orthopedic,silver,
ascending cholangitis,251,Abdominal pain,Gastrointestinal,silver,
tibia fracture,557,Lower extremity injury,Orthopedic,silver,
OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Chest Inj,804,Isolated chest trauma—blunt,Trauma,silver,
probable stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Femur Fracture,999,Unknown,General and Minor,silver,
Liver malignancy heptic abcess,999,Unknown,General and Minor,silver,
"fall, chest crepitus, hemoptysis",655,Hemoptysis,Respiratory,silver,
Syptomatic Bradycardia w/ AV dissociation,999,Unknown,General and Minor,silver,
<NRP> 3rd degree heart block,999,Unknown,General and Minor,silver,
Abd pain/free air in <LOCATION>,251,Abdominal pain,Gastrointestinal,silver,
Choledocholithiasis with CBD Obstracting,999,Unknown,General and Minor,silver,
COPD,651,Shortness of breath,Respiratory,silver,
pulmonary embolism,651,Shortness of breath,Respiratory,silver,
"SBO, possible surgical ediology",251,Abdominal pain,Gastrointestinal,silver,
Altered mental status,402,Confusion,Neurologic,silver,
Obstractive jaundice,261,Jaundice,Gastrointestinal,silver,
Failure to Thrive,866,Minor complaints NOS,General and Minor,silver,
Sever Metabolic Acidosis,863,Abnormal lab values,General and Minor,silver,
"fever, vomiting",852,Fever,General and Minor,silver,
<LOCATION> st depression on EKG,3,Chest pain—cardiac features,Cardiovascular,silver,
acute renal failure,863,Abnormal lab values,General and Minor,silver,
acute cholecystitis,251,Abdominal pain,Gastrointestinal,silver,
Acute,866,Minor complaints NOS,General and Minor,silver,
Syncope Epigastric Pain,8,Syncope/pre-syncope,Cardiovascular,silver,
GSW to ABD,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
low back pain,551,Back pain,Orthopedic,silver,
cp dizziness,3,Chest pain—cardiac features,Cardiovascular,silver,
"fall, possible hip fx",802,Major trauma—blunt,Trauma,silver,
post cardiac arrest,1,Cardiac arrest (non-traumatic),Cardiovascular,rule,CARDIAC_ARREST
"Fall w/ headstrike, b/l arm weakness",407,Head injury,Neurologic,silver,
hip fx,802,Major trauma—blunt,Trauma,silver,
acute pancreatitis,251,Abdominal pain,Gastrointestinal,silver,
Aortic dissection,3,Chest pain—cardiac features,Cardiovascular,silver,
aortic dissection,3,Chest pain—cardiac features,Cardiovascular,silver,
Stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Small Bowel Obstruction,251,Abdominal pain,Gastrointestinal,silver,
"AMS, CAP",402,Confusion,Neurologic,silver,
epigastric pain,251,Abdominal pain,Gastrointestinal,silver,
"likely UTI, kidney stones, no IV access, no pain meds",307,UTI complaints,Genitourinary,silver,
R femur fracture,802,Major trauma—blunt,Trauma,silver,
"Vomiting, diarrhea, dehydration",7,General weakness,Cardiovascular,rule,DEHYDRATION
L sided weak,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
Unstable angina,3,Chest pain—cardiac features,Cardiovascular,silver,
CHF / lactic acidosis,7,General weakness,Cardiovascular,silver,
R Sided deficti/syncope,8,Syncope/pre-syncope,Cardiovascular,silver,
syncope w ABD,8,Syncope/pre-syncope,Cardiovascular,silver,
"Afib RVR, hypotensive",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
Faa hipPain,555,Lower extremity pain,Orthopedic,silver,
R Hip fracture,802,Major trauma—blunt,Trauma,silver,
trauma spine injury,552,Traumatic back/spine injury,Orthopedic,silver,
vertigo facial droop,402,Confusion,Neurologic,silver,
COPD excerpation,651,Shortness of breath,Respiratory,silver,
Head trauma,407,Head injury,Neurologic,silver,
hemotomesis,259,Vomiting blood,Gastrointestinal,silver,
hypocix,651,Shortness of breath,Respiratory,silver,
apparent stroke in evolution,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
assault + intoxication,751,Substance misuse/intoxication,Substance Misuse,silver,
"Head injury, intoxication, altered mental status",401,Altered level of consciousness,Neurologic,silver,
fib fx,557,Lower extremity injury,Orthopedic,silver,
headache,404,Headache,Neurologic,silver,
schizophrenia,353,Hallucinations/delusions,Mental Health,silver,
Resp failure,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
ABD infection,251,Abdominal pain,Gastrointestinal,silver,
Respiratory failure,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"ESLD, Sepsis",999,Unknown,General and Minor,silver,
Hanging attempt,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
back Pain,551,Back pain,Orthopedic,silver,
Complete HB,999,Unknown,General and Minor,silver,
Hypotension/tachycardia,999,Unknown,General and Minor,silver,
Confusion/weakness/SOB,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
shock,999,Unknown,General and Minor,silver,
SOB + ETDH w/d,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
urosepsis,307,UTI complaints,Genitourinary,silver,
hemorrahgic cellulitis,709,Localized swelling/redness,Skin,silver,
sort tissue infection,711,Other skin conditions,Skin,silver,
hypotension,999,Unknown,General and Minor,silver,
sever trombocytopenia,864,Pallor/anemia,General and Minor,silver,
Severe Bleeding,151,Epistaxis,ENT - Nose,silver,
testicular pain (L),305,Scrotal pain and/or swelling,Genitourinary,silver,
fall,802,Major trauma—blunt,Trauma,silver,
acute sepsis,866,Minor complaints NOS,General and Minor,silver,
dyspnea,651,Shortness of breath,Respiratory,silver,
Bowel perforation,866,Minor complaints NOS,General and Minor,silver,
TBI,407,Head injury,Neurologic,silver,
New LBBB,866,Minor complaints NOS,General and Minor,silver,
"OD, SI",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Femur FX,802,Major trauma—blunt,Trauma,silver,
Chest Pain/ Possible Caardiac,3,Chest pain—cardiac features,Cardiovascular,silver,
L lupfx,999,Unknown,General and Minor,silver,
R Leg Pain,555,Lower extremity pain,Orthopedic,silver,
"Hip fracture, Prob TB",802,Major trauma—blunt,Trauma,silver,
Cardiogeric / septic shock,999,Unknown,General and Minor,silver,
acute heart failure,999,Unknown,General and Minor,silver,
Probable CHF,999,Unknown,General and Minor,silver,
EGD,999,Unknown,General and Minor,silver,
<LOCATION> weak,7,General weakness,Cardiovascular,silver,
ATV Accident Low back pain,551,Back pain,Orthopedic,silver,
L sided facial droop - stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
lupus pericarditis,999,Unknown,General and Minor,silver,
<PERSON> due to GI bleed,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
AC Cholecystitis,999,Unknown,General and Minor,silver,
CMF,999,Unknown,General and Minor,silver,
cough hypoxia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"pain, hypotension",999,Unknown,General and Minor,silver,
intructible n?V,257,Nausea and/or vomiting,Gastrointestinal,silver,
vertigo,403,Vertigo,Neurologic,silver,
"seizures, focal, presistent",405,Seizure,Neurologic,silver,
"seizure , hypoxia",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
seizures - multiple,405,Seizure,Neurologic,silver,
SOB + CP,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
siezures,405,Seizure,Neurologic,silver,
"AMS, visual change",401,Altered level of consciousness,Neurologic,silver,
R ankle fx,557,Lower extremity injury,Orthopedic,silver,
Acute psychosis,353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
"Vomiting, GI bleed, confusion",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
L sided weakness and <LOCATION>,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"SOB, hypoxia",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
right flank pain,301,Flank pain,Genitourinary,silver,
"LOC, EKG changes",401,Altered level of consciousness,Neurologic,silver,
acute encephalophaty,402,Confusion,Neurologic,silver,
"anemia, loss of unconsousness",864,Pallor/anemia,General and Minor,silver,
anemia <DATE_TIME> GI Bleed,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
CP Hypertensive,6,Hypertension,Cardiovascular,silver,
Chest Pain /Elvated Cardiac Enzymes,3,Chest pain—cardiac features,Cardiovascular,silver,
"<LOCATION>, fever, cough",154,URTI complaints,ENT - Nose,silver,
abnormal uterine blood,455,Vaginal bleed,OB/GYN,silver,
Hypothermia arrest,205,Hypothermia,Environmental,rule,HYPOTHERMIA
"PE, heparin infusion",999,Unknown,General and Minor,silver,
Foot pain,555,Lower extremity pain,Orthopedic,silver,
"Chest pain, bradycardia",3,Chest pain—cardiac features,Cardiovascular,silver,
STEMU,3,Chest pain—cardiac features,Cardiovascular,silver,
ETOH,751,Substance misuse/intoxication,Substance Misuse,silver,
Lightheaded,8,Syncope/pre-syncope,Cardiovascular,silver,
hypertensive emergency,6,Hypertension,Cardiovascular,silver,
"Bleeding, <NRP>",999,Unknown,General and Minor,silver,
Bleeding Esophaseal,259,Vomiting blood,Gastrointestinal,silver,
Ischemic stroke s/p tPA,865,Post-operative complications,General and Minor,rule,POST_OP
R prox humerus fx,556,Upper extremity injury,Orthopedic,silver,
orbital cellulitis,709,Localized swelling/redness,Skin,silver,
"rectal bleeding, anemia",260,Blood in stool/melena,Gastrointestinal,silver,
PNA,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Bowel Obstruction,251,Abdominal pain,Gastrointestinal,silver,
Facial laceration,704,Laceration/puncture,Skin,silver,
Liver failure,863,Abnormal lab values,General and Minor,silver,
Ascited,263,Abdominal mass/distention,Gastrointestinal,silver,
Intentional O/D,752,Overdose ingestion,Substance Misuse,silver,
hip,555,Lower extremity pain,Orthopedic,silver,
compartment syndrome,999,Unknown,General and Minor,silver,
"R knee pain, concern for septic arthropathy",558,Joint(s) swelling,Orthopedic,silver,
RLQ pain - appendicitis,251,Abdominal pain,Gastrointestinal,silver,
Tib/ Fib Fx,557,Lower extremity injury,Orthopedic,silver,
incarcerated inguial hernia,256,Groin pain/mass,Gastrointestinal,silver,
R hip fracture,557,Lower extremity injury,Orthopedic,silver,
significant burns,705,Burn,Skin,silver,
Left femur fracture,557,Lower extremity injury,Orthopedic,silver,
Chest Pain / ACS,3,Chest pain—cardiac features,Cardiovascular,rule,ACS
Syncope,8,Syncope/pre-syncope,Cardiovascular,silver,
"ETOH, MVC, LOC Chest pain",3,Chest pain—cardiac features,Cardiovascular,silver,
chect pain,3,Chest pain—cardiac features,Cardiovascular,silver,
cardiopulmonary arrest,1,Cardiac arrest (non-traumatic),Cardiovascular,silver,
SI/AICD activation,3,Chest pain—cardiac features,Cardiovascular,silver,
SAB/Hemorrhage,455,Vaginal bleed,OB/GYN,silver,
AC cholengestitis,999,Unknown,General and Minor,silver,
patella disclocation,557,Lower extremity injury,Orthopedic,silver,
"abscess, dm foot infection",711,Other skin conditions,Skin,silver,
"<PERSON> pain, perf diverticulitis",251,Abdominal pain,Gastrointestinal,silver,
GI bleed/Bowel obstruction,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Undifferentiated shock,999,Unknown,General and Minor,silver,
hypoxia altered mental,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
nausea,257,Nausea and/or vomiting,Gastrointestinal,silver,
Chest pain with abnormal EKG,3,Chest pain—cardiac features,Cardiovascular,silver,
SOB COVID +,653,Cough/congestion,Respiratory,rule,COVID
Multiple Stab wounds,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
somnolence,401,Altered level of consciousness,Neurologic,silver,
perforated viscous,866,Minor complaints NOS,General and Minor,silver,
<PERSON> injury R hand/Open fracture,556,Upper extremity injury,Orthopedic,silver,
cardiac arrest,1,Cardiac arrest (non-traumatic),Cardiovascular,rule,CARDIAC_ARREST
Spetil arthritis,866,Minor complaints NOS,General and Minor,silver,
Alleged Assault,802,Major trauma—blunt,Trauma,silver,
Hip dislocation,557,Lower extremity injury,Orthopedic,silver,
necro fascitis,866,Minor complaints NOS,General and Minor,silver,
"sepsis, AMS",402,Confusion,Neurologic,silver,
AMS (GCS) Respiratory distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Covid hypoxia,653,Cough/congestion,Respiratory,rule,COVID
facial swelling,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
palpitations,5,Palpitations/irregular heart beat,Cardiovascular,silver,
Chest pain/SOB,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Chest Pain /SOB,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Infection of feet,709,Localized swelling/redness,Skin,silver,
foot-surgical interventions,865,Post-operative complications,General and Minor,silver,
preclampsia,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
shoulder dislocation,556,Upper extremity injury,Orthopedic,silver,
"chest pain, unstable angina",3,Chest pain—cardiac features,Cardiovascular,silver,
face trauma,102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
"hallucinations, SI",353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
subarachnoid hemorage,999,Unknown,General and Minor,silver,
LOC+ NIV,401,Altered level of consciousness,Neurologic,silver,
fell down stairs,802,Major trauma—blunt,Trauma,silver,
Testicular rupture,305,Scrotal pain and/or swelling,Genitourinary,silver,
complete Heart Block,1,Cardiac arrest (non-traumatic),Cardiovascular,silver,
L foot skin infection,709,Localized swelling/redness,Skin,silver,
left eye injury,510,Eye trauma,Ophthalmology,silver,
Perforated sigmoid editis,866,Minor complaints NOS,General and Minor,silver,
hgb 5.7,864,Pallor/anemia,General and Minor,silver,
"Anemia, GIB",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
"GIB, anemia",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
L hip[ fx,552,Traumatic back/spine injury,Orthopedic,silver,
Eye pain,505,Eye pain,Ophthalmology,silver,
"UTI, sepsis, CVA",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"Weakness, falls, SOB",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"SI, at risk adult",351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
intent for self harm,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
fx R hip,552,Traumatic back/spine injury,Orthopedic,silver,
SBO,866,Minor complaints NOS,General and Minor,silver,
ADB PAIN,251,Abdominal pain,Gastrointestinal,silver,
Arm fracture,556,Upper extremity injury,Orthopedic,silver,
femur fracture,557,Lower extremity injury,Orthopedic,silver,
MVA,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
Right lower leg fracture,557,Lower extremity injury,Orthopedic,silver,
"Trauma, head injury",407,Head injury,Neurologic,silver,
Tibial Fracture,557,Lower extremity injury,Orthopedic,silver,
intraparenchymal hematoma/ATV trauma,802,Major trauma—blunt,Trauma,silver,
eclapmsia,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
S2 epilepsy,405,Seizure,Neurologic,silver,
LAC w/ possible,704,Laceration/puncture,Skin,silver,
"Acetaminophen overdose, SI",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
recurrent syncope,8,Syncope/pre-syncope,Cardiovascular,silver,
Acute ABD Pain,251,Abdominal pain,Gastrointestinal,silver,
R hip pain,555,Lower extremity pain,Orthopedic,silver,
open left arm,556,Upper extremity injury,Orthopedic,silver,
Foreign body in airway,656,Respiratory foreign body,Respiratory,silver,
pregnant + bleeding,455,Vaginal bleed,OB/GYN,silver,
Suspected Spinal Cord Injury,552,Traumatic back/spine injury,Orthopedic,silver,
"Seizures, status ?stroke",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Status epilepticus,405,Seizure,Neurologic,silver,
"syncope, bradycardia",8,Syncope/pre-syncope,Cardiovascular,silver,
1st trimester bleeding,455,Vaginal bleed,OB/GYN,silver,
hyponatremia,863,Abnormal lab values,General and Minor,silver,
RLQ pain pregnancy,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
snowmachine trauma,802,Major trauma—blunt,Trauma,silver,
MC,999,Unknown,General and Minor,silver,
Elbow fracture,556,Upper extremity injury,Orthopedic,silver,
Unstable Angina,3,Chest pain—cardiac features,Cardiovascular,silver,
trauma /liver,806,Isolated abdominal trauma—blunt,Trauma,silver,
Hypotensive,866,Minor complaints NOS,General and Minor,silver,
pre-term labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
Leg FX,557,Lower extremity injury,Orthopedic,silver,
OB,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
vaginal bleeding in pregnancy,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
"Acute abdomen, fever, peritonitis? Appendicitis?",251,Abdominal pain,Gastrointestinal,silver,
Left Femur Fracture,557,Lower extremity injury,Orthopedic,silver,
L knee,555,Lower extremity pain,Orthopedic,silver,
suicide attempt by hanging,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
?stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Painful vision loss,504,Visual disturbance,Ophthalmology,silver,
elevated intraocular pressure,504,Visual disturbance,Ophthalmology,silver,
ran over by atv,802,Major trauma—blunt,Trauma,silver,
fall w/ hip pain,555,Lower extremity pain,Orthopedic,silver,
Left ankle injury,556,Upper extremity injury,Orthopedic,silver,
abscess cellulitis,709,Localized swelling/redness,Skin,silver,
abdominal pain in pregnancy,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
"Pregnant, <PERSON>",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Cp,3,Chest pain—cardiac features,Cardiovascular,silver,
"SOB, SVT",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
motorcycle crash,802,Major trauma—blunt,Trauma,silver,
Eye trauma,510,Eye trauma,Ophthalmology,silver,
MVC / thigh,802,Major trauma—blunt,Trauma,silver,
<PERSON> with fever,852,Fever,General and Minor,silver,
resp failure,652,Respiratory arrest,Respiratory,rule,RESPIRATORY_ARREST
AECOPD,651,Shortness of breath,Respiratory,silver,
Drug / Seizure,405,Seizure,Neurologic,silver,
Acute dyspnea,651,Shortness of breath,Respiratory,silver,
"overdose, hypoxia",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
chest pain,4,Chest pain—non-cardiac features,Cardiovascular,silver,
ATV Accident leg amputation,553,Amputation,Orthopedic,silver,
"ABD, fever",251,Abdominal pain,Gastrointestinal,silver,
sever ABD pain,251,Abdominal pain,Gastrointestinal,silver,
Contactions,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
"<LOCATION>, COVID, <PERSON>",653,Cough/congestion,Respiratory,rule,COVID
Trauma from fall,407,Head injury,Neurologic,silver,
L side weakness,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"fall, seizure",405,Seizure,Neurologic,silver,
Left sided seizure,405,Seizure,Neurologic,silver,
"nausea, vomiting, poisioning?",257,Nausea and/or vomiting,Gastrointestinal,silver,
stab wounds,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"AMS, seizure",405,Seizure,Neurologic,silver,
<NRP> like Activity,999,Unknown,General and Minor,silver,
L thigh hemotoma,557,Lower extremity injury,Orthopedic,silver,
urinary ret,306,Urinary retention,Genitourinary,silver,
ENT Bleed,151,Epistaxis,ENT - Nose,silver,
Abdominal/head trauma,806,Isolated abdominal trauma—blunt,Trauma,silver,
Upper GI bleed,260,Blood in stool/melena,Gastrointestinal,silver,
Chest pain,4,Chest pain—non-cardiac features,Cardiovascular,silver,
CP,4,Chest pain—non-cardiac features,Cardiovascular,silver,
shortnss of breath,651,Shortness of breath,Respiratory,silver,
L hip[ fx,557,Lower extremity injury,Orthopedic,silver,
