text,cedis_code,cedis_complaint,domain,source,rule_applied
Pelvic pain since <DATE_TIME> pregnant,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Return prenatal,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
recent palpitations,5,Palpitations/irregular heart beat,Cardiovascular,silver,
abnormal heart rat or rhythm with no chest pain.,5,Palpitations/irregular heart beat,Cardiovascular,silver,
83F here for heart feel different <DATE_TIME> on and off.,5,Palpitations/irregular heart beat,Cardiovascular,silver,
"<DATE_TIME> female is here for heart racing, accidently doubled up <DATE_TIME>, stopped <DATE_TIME> and said her heart started racing <DATE_TIME>",5,Palpitations/irregular heart beat,Cardiovascular,silver,
Medication Error. racing heart- not happeneing now,5,Palpitations/irregular heart beat,Cardiovascular,silver,
83yo F here for left side drooping and weak and said chest wanted to hurt,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
other nerbous problem,999,Unknown,General and Minor,silver,
"<DATE_TIME> female cc feel weak, started <DATE_TIME>, also said her face feel weird, like numb by her mouth",402,Confusion,Neurologic,silver,
recheck feel weak,7,General weakness,Cardiovascular,silver,
<DATE_TIME> female cc slow heart beat started,5,Palpitations/irregular heart beat,Cardiovascular,silver,
Abnormal heart rate,5,Palpitations/irregular heart beat,Cardiovascular,silver,
"HTN, Hypothyroidism, osteoporosis.",6,Hypertension,Cardiovascular,silver,
"L Knee Swelling, Pain, Decreased ROM",558,Joint(s) swelling,Orthopedic,silver,
concern for dementia,359,Concern for patient's welfare,Mental Health,silver,
L sided headache,404,Headache,Neurologic,silver,
tylenol overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
took 23 tylenol 325 mg,752,Overdose ingestion,Substance Misuse,silver,
c/o SOB x <DATE_TIME>.,651,Shortness of breath,Respiratory,silver,
Pt Arrives with flight crew with GWS to neck. Entry and exit wound noted. Pt is <PERSON> and maintaining airway. Found by family down for unknown time with 22 calibar pistol beside him. Pt has no sensation or mobility in all for exrtremities.,801,Major trauma—penetrating,Trauma,silver,
swelling of right elbow and arm with discoloration,709,Localized swelling/redness,Skin,silver,
Pt had a fall off of a ladder <DATE_TIME> and landed on his rt elbow. Pt has developed swelling redness and abscess at the site. Pt was sent in from <PERSON> for ortho consultation,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
"<DATE_TIME> after discharge for right elbow septic olecranon busitis and osteomyelitis, <PERSON>",865,Post-operative complications,General and Minor,silver,
Chest Pain heavy in nature.,3,Chest pain—cardiac features,Cardiovascular,silver,
F/U Hospitalization,855,Direct referral for consultation,General and Minor,silver,
follow up,855,Direct referral for consultation,General and Minor,silver,
"tired, continued weakness to right side post stroke.",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Possible fractured neck,552,Traumatic back/spine injury,Orthopedic,silver,
"BIB Guardian flight for numbness, weakness in lower extremities. Pt was jumping on bed, heard a crack & lost feeling in legs. Pt unable to move l or feel either leg and no pulse in left leg. +2 pedal pule in right leg. C in place on arrival.",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"right lower abdominal pain, sharp burning pain",251,Abdominal pain,Gastrointestinal,silver,
found unresponsive at home,401,Altered level of consciousness,Neurologic,silver,
found down unresponsive / normal <DATE_TIME> prior / became responsive <DATE_TIME>.,401,Altered level of consciousness,Neurologic,silver,
right ankle pain,555,Lower extremity pain,Orthopedic,silver,
recheck of abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
F/U mastectomy,865,Post-operative complications,General and Minor,silver,
"fainted, not responsive",8,Syncope/pre-syncope,Cardiovascular,silver,
PT PRESENTS TO <PERSON> VIA MEDEVAC FROM <PERSON> FOR ALTERED MENTAL STATUS AND POSSIBLE SYNCOPAL EPISODE,8,Syncope/pre-syncope,Cardiovascular,silver,
FV clearance,855,Direct referral for consultation,General and Minor,silver,
"RFV: Preop L Axillary Lumph Node Excision/Biopsy, Mediport placement",855,Direct referral for consultation,General and Minor,silver,
"RUQ pain for <DATE_TIME>, increased pain in <DATE_TIME>.",251,Abdominal pain,Gastrointestinal,silver,
"Pt BIB Air for chole with stone and GS from <LOCATION>. Per pt, she has abd pain x 1wks but for <DATE_TIME>, pain got worsen. en route, Fentanyl 100mcg given to pt. upon arrival, her pain got controlled. AOx4, RA.",251,Abdominal pain,Gastrointestinal,silver,
lap chole,865,Post-operative complications,General and Minor,silver,
<DATE_TIME> female vomiting since lastnight,257,Nausea and/or vomiting,Gastrointestinal,silver,
other cause of vomiting or diarrhea,257,Nausea and/or vomiting,Gastrointestinal,silver,
<DATE_TIME> female here for recheck visit for vomiting blood and hands are constantly cramping up,259,Vomiting blood,Gastrointestinal,silver,
Mild alcohol withdrawl Alcohol/drug 5,753,Substance withdrawal,Substance Misuse,silver,
"Bloody emesis, N/V x3 days",259,Vomiting blood,Gastrointestinal,silver,
Vitals for VTC,999,Unknown,General and Minor,silver,
pt with nausea and vomiting for <DATE_TIME>.,257,Nausea and/or vomiting,Gastrointestinal,silver,
hospital discharge follow up,865,Post-operative complications,General and Minor,silver,
Depo restart,861,Prescription/medication request,General and Minor,silver,
"vomiting , abdominal pain",251,Abdominal pain,Gastrointestinal,silver,
Scrotal absess/boil x2 days,711,Other skin conditions,Skin,silver,
"Medevac from <LOCATION> for perineal abscess, elevated blood sugar.",709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
F/V - Groin wound,256,Groin pain/mass,Gastrointestinal,silver,
wound f/u,710,Wound check,Skin,silver,
"<DATE_TIME> female came to the clinic because shes been having stomach pains, she says that shes pregnant and her LMP was <DATE_TIME>. She did not get any prenatal care for pregnancy. Did not take any pregnancy tests at home.",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"Contrations in women who is pregnant, possible labor.",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
PTL transport,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
"pregnant, <DATE_TIME>",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"contractions, no prenatal care",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
contractions sincce 15:30,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
TRPN EDD: <DATE_TIME>,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
<DATE_TIME> female with head injury,407,Head injury,Neurologic,silver,
minor head injury: infected wound,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
BIBA x altercation with S/O <DATE_TIME> and pushed in to wall with nail lacerating scalp. C/o <DATE_TIME> pain.,407,Head injury,Neurologic,silver,
<DATE_TIME> female c/o sinus problem. little swollen to right maxillary and both frontal sinus.,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
left arm pain and left eye lac.,556,Upper extremity injury,Orthopedic,silver,
RPNV 28 <DATE_TIME>,999,Unknown,General and Minor,silver,
pregnancy 11 abdominal pressure in <DATE_TIME> pregnant lady,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"<DATE_TIME> female having abdominal pressure that goes to the pelvic bone, having symptoms of fever like, cough, SOB at times and runny nose. <PERSON>. <DATE_TIME> pregnant",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
lower abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
"attempted suicide intentional ingestion of Ibuprofen (2000mg), 7 pills 250 mg naproxin, and 4 pills (325mg) tylenol. He was asked by wife to leave. He told her he would go whrere he would not be found.",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
pt assaulted with head injury. brought in by ems.,407,Head injury,Neurologic,silver,
"Pt flown in for accidental GSW to ABD. Pt arrives to trauma team alert, oriented. No external hemorrhage seen.",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
GSW to abdomen,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"26 yo M recheck GSW, last seen <DATE_TIME>, given oxycodone, methocorbamal. No changes",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"recheck GSW to <PERSON>, last seen <DATE_TIME>, given methocorbamal and oxycodone, ran out <DATE_TIME>",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
<DATE_TIME> female with swollen left finger,709,Localized swelling/redness,Skin,silver,
<DATE_TIME> female recheck for cellulitis/red streak,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
"swelling, redness with red streak extended up left medial arm, started this am",709,Localized swelling/redness,Skin,silver,
infection,866,Minor complaints NOS,General and Minor,silver,
L index flexor tenosynnovitis wnd ck. <DATE_OF_SERVICE> Dr. <PERSON> per <PERSON>,710,Wound check,Skin,silver,
Left Index Finger Flexor Tenosynovitis . Left Index Finger Flexor Tenosynovitis,710,Wound check,Skin,silver,
Bandage change of finger (surgery was 9-3-<DATE_TIME>,856,Dressing change,General and Minor,silver,
Follow up L finger I&D <DATE_OF_SERVICE>,710,Wound check,Skin,silver,
f/u I&D LIF <DATE_OF_SERVICE>,710,Wound check,Skin,silver,
"Authorized if from <LOCATION>, has been running a fever tahr had gotten worse over <DATE_TIME>. Tightness in right chest/back upon deep inspiration with a cough",653,Cough/congestion,Respiratory,silver,
VTC with Dr. <PERSON>,866,Minor complaints NOS,General and Minor,silver,
right hand fore finger caught in moving engine parts. removed tip of fore finger.,556,Upper extremity injury,Orthopedic,silver,
"pt. being sent in for chest pain and <LOCATION>. <DATE_TIME>. Given asprin, atorvastatin x2, sublingual and paste nitro. 25 mcq of fentnyl, and lovonox.",3,Chest pain—cardiac features,Cardiovascular,silver,
PAMC discharge/CABG,865,Post-operative complications,General and Minor,silver,
"post op heart surgery at <LOCATION> <DATE_TIME>, was DC'd <DATE_TIME>. c/o of pain/swelling to right neck x 1 hr, site of <PERSON>. dressing to site clean, dry, intact.",865,Post-operative complications,General and Minor,rule,POST_OP
Disability paperwork,866,Minor complaints NOS,General and Minor,silver,
"pt flown in from <LOCATION>, for multiple stab wounds to head (face and neck) right hand and wrist, left abdomen, left chest tube in place, 1000ml output prior to arrival .",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
PT PRESENTS TO <PERSON> VIA MEDEVAC FROM VILLAGE AFTER MULTIPLE STAB WOUNDS,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"Reason for Visit: s/p multiple KSWs L hemoptx, mediastinal hematoma, pneumoperitoneum 8",865,Post-operative complications,General and Minor,rule,POST_OP
"Chest pain, headache, RUQ pain, tingling in feet",3,Chest pain—cardiac features,Cardiovascular,silver,
"28 YO Female CC: Miscarriage, heavy steady bleeding, feeling like passing out or going into shock, nauseated",455,Vaginal bleed,OB/GYN,silver,
Bleeding in Vagina if <DATE_TIME> of Pregnancy,455,Vaginal bleed,OB/GYN,silver,
Follow up 37w 6d,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Increase BP readings,6,Hypertension,Cardiovascular,silver,
<DATE_TIME> PP/mood check/b/p check,6,Hypertension,Cardiovascular,silver,
b/p check,6,Hypertension,Cardiovascular,silver,
Cat Pre Op OS. Decreased vision OS>OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Coffee ground emesis,259,Vomiting blood,Gastrointestinal,silver,
. <PERSON> is in an urgent crisis right now Going thru Grief (Her grandfather and cousin just died) Also wantws Plan B,352,Anxiety/situational crisis,Mental Health,silver,
Mental Health Emergency- Acute Suicidal Thoughts Severe Depression Grief Unprotected Sex Plan B,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"<PERSON> was seen on <DATE_TIME> for a mental health emergency, suicide thoughts, severe depression, she is here <DATE_TIME> by ambulance becuase she has a severe headache and vomitting, had vomitted once in the ambulance, and 3 times here at the clinic in the past",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Suicidal Thoughts Mental Health Emergency De-escalated with Intervention Severe Depression,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
pt brought in by medevac. alcohol consumption with rubbing alcohol as well. states she was trying to kill herself.,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Right sided abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
F/u from ER visit,866,Minor complaints NOS,General and Minor,silver,
Abdominal pain and R shoulder pain s/p fall,865,Post-operative complications,General and Minor,rule,POST_OP
"<PERSON> pain with vomiting and diarrhea. groin rash for <DATE_TIME>. ""<PHONE_NUMBER> pain, i can hardly walk""",257,Nausea and/or vomiting,Gastrointestinal,silver,
"Right side pain, R groin infection",256,Groin pain/mass,Gastrointestinal,silver,
"R sided abdominal pain, N/V with blood tinged emesis, dizziness, and blood tinged diarrhea",259,Vomiting blood,Gastrointestinal,silver,
"pt has had abd pain for <DATE_TIME> and was seen multiple times in <LOCATION>, they have been unable to get his pain under control, <DATE_TIME> on ct scan a small amount of free air was seen in the abd, medivac here for surgery eval",251,Abdominal pain,Gastrointestinal,silver,
amb to <LOCATION> gaurded with walking - c/o right upper abd pain - and rectal pain - endorses multiple diarrhea stools with blood in stool. started <DATE_TIME> - bloody stools <DATE_TIME>. appears uncomfortable - <PHONE_NUMBER> pain,260,Blood in stool/melena,Gastrointestinal,silver,
amb to <LOCATION> gaurded with walking - c/o right upper abd pain - and rectal pain - endorses multiple diarrhea stools with blood in stool. started <DATE_TIME> - bloody stools <DATE_TIME>. appears uncomfortable - <PHONE_NUMBER> pain - stools bright red,260,Blood in stool/melena,Gastrointestinal,silver,
"""My groin infection hasn't healed""",256,Groin pain/mass,Gastrointestinal,silver,
"PT PRESENTS TO <PERSON> WITH CHEST PAIN AND DIZZINESS WHEN STANDING THAT STARTED <DATE_TIME>, PAIN DULL/ACHY",3,Chest pain—cardiac features,Cardiovascular,silver,
"BIB guardian from <LOCATION>.onset <DATE_TIME> <DATE_TIME>. trop, d-dimer elevation <DATE_TIME> in clinic. hx TBI. HTN. 100mg lovenox, <LOCATION>, fentanyl PTA",6,Hypertension,Cardiovascular,silver,
Hosp d/c CAD,3,Chest pain—cardiac features,Cardiovascular,silver,
F/U Hospitalization,866,Minor complaints NOS,General and Minor,silver,
"PT PRESENTS TO <PERSON> WITH HEADACHE THAT STARTED <DATE_TIME>, DENIES N/V BUT HAVING DIZZINESS",404,Headache,Neurologic,silver,
"Light headedness, weakness, headache",7,General weakness,Cardiovascular,silver,
f/u er,866,Minor complaints NOS,General and Minor,silver,
"<PERSON> swelling, jaundice, edema bilateral lower extremities, generalized pain",9,"Edema, generalized",Cardiovascular,silver,
Self Ref: alcoholic hepatitis,866,Minor complaints NOS,General and Minor,silver,
"PT PRESENTS TO <PERSON> VIA EMS FROM HOME AFTER DRINKING VODKA X <DATE_TIME>, EMESIS <DATE_TIME>",257,Nausea and/or vomiting,Gastrointestinal,silver,
"Pt reports she was recently at ARH and received a blood transfusion. Before she was about to fly home <DATE_TIME> she started exp right arm pain, RLE swelling, back pain, and ""feeling cold, and itching.""",864,Pallor/anemia,General and Minor,silver,
: follow up for recent medivac for anemia,864,Pallor/anemia,General and Minor,silver,
AUB,455,Vaginal bleed,OB/GYN,silver,
Per Op Lap hysterectomy,865,Post-operative complications,General and Minor,silver,
epigastric and periumbilical pain <DATE_TIME>,251,Abdominal pain,Gastrointestinal,silver,
"Seen in ed related to alcohol withdrwal <DATE_TIME>, <DATE_TIME> drinker, none <DATE_TIME>. Now hands cramping denies anyother symptoms",753,Substance withdrawal,Substance Misuse,silver,
used lice shampoo in contacts,714,Rule out infestation,Skin,silver,
vomited blood,259,Vomiting blood,Gastrointestinal,silver,
pt seen <DATE_TIME> with vomiting blood and dark stools. drank water <DATE_TIME> and vomiting red blood <DATE_TIME>.,259,Vomiting blood,Gastrointestinal,silver,
"BIB Medevac for UGIB, 2 units RBC given. ETOH/Poly Sub. abuse. Nauseated and itchy on arrival. <PERSON>.",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
etoh. states she is on her period. then states anxiety.,352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
IUD removal,861,Prescription/medication request,General and Minor,silver,
"Authorized in from <LOCATION>, at 1330 accidental GSW ro right flank area, bullett through and through. 1 gram rocephin, 5mg morphine, 100mcg fentanyl and 1L <LOCATION>. bleeding controled",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"BIB guardian from <LOCATION> for R Flank GSW from 22 cal, accidental discharge. 1 entrance wound, no exit wound. Pt arrives a/o and ambulatory. See trauma flow sheet.",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
GSW to right flank without any surgeries,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
GSW check,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"FV: wound vac, s/p hematoma evacuation",865,Post-operative complications,General and Minor,rule,POST_OP
snowmachine accident,802,Major trauma—blunt,Trauma,silver,
low back and right rib pain post snow machine crash,802,Major trauma—blunt,Trauma,silver,
PNV 28_1/7 wks,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"vomiting, abd pain since <DATE_TIME>. since <DATE_TIME>. no vaginal bleeding.",251,Abdominal pain,Gastrointestinal,silver,
Scheduled IV IRON,861,Prescription/medication request,General and Minor,silver,
States when she was medivac'd in on <DATE_TIME> that they had an IV in her right forearm and now it is swollen with hand sensation changes. <DATE_TIME> pregnant.,456,Labial swelling,OB/GYN,silver,
"PEC, TIUP",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
ctx every <DATE_TIME> for the past <DATE_TIME>,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
mild shortness of breath ?<PERSON>,651,Shortness of breath,Respiratory,silver,
chest and upper back pain when he breath,3,Chest pain—cardiac features,Cardiovascular,silver,
"Authorized in from <LOCATION>, for <DATE_TIME> now right upper chest pain radiating into the back with some sob. States has hx of lung tumors",3,Chest pain—cardiac features,Cardiovascular,silver,
follow up bronchitis,154,URTI complaints,ENT - Nose,silver,
follow up bronchitis seizures thoughts of suicide when taking seizure medication,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"Authorized in from <LOCATION> with Guardian. seizure activity, stopped taking medications related to wanting to die. given 20 valium in clinic and 5mg versed by guardian. FSBS 105",351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
"follow up seizure, suicidal ideation, purulent bronchitis",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"seizing and can't breath started after <DATE_TIME>, not taking seizure medication",405,Seizure,Neurologic,silver,
"<DATE_TIME> male, work slip to got back to work, history of seizures",405,Seizure,Neurologic,silver,
requesting note to go back to work,861,Prescription/medication request,General and Minor,silver,
"Seizure, COVID",405,Seizure,Neurologic,silver,
rib pain,555,Lower extremity pain,Orthopedic,silver,
RPNV 25 <DATE_TIME>,999,Unknown,General and Minor,silver,
"26 y/o female c/o backpain, nausea, headache. <DATE_TIME> pregnant",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"Contractions in Woman <DATE_TIME> pregnant, Possible Preterm Labor",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
"Possible ruptured membrane, second trimester",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
<DATE_TIME> glucola,853,Hyperglycemia,General and Minor,silver,
RPNV 29 <DATE_TIME>,999,Unknown,General and Minor,silver,
"Weakness, possible stroke",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"Brought in by <NRP>, transfer from <LOCATION>. Stroke. LKW <DATE_TIME> @ 1700 but did not go to clinic until <DATE_TIME>. <PERSON> having left-sided weakness and right-sided facial droop. Initial NIH 12 @ <LOCATION>.",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"<DATE_TIME> / this am, incurred facial burns from gasoline being introduced to flames.",705,Burn,Skin,silver,
bib Guardian Flight from <LOCATION> for facial burns. Intubated. see trauma flowsheet,802,Major trauma—blunt,Trauma,silver,
Facial burns. BIB guardian flight from <LOCATION> for facial burns from gaseline on a campfire. Intubated PTA,705,Burn,Skin,silver,
"s/p facial burn, wound check",865,Post-operative complications,General and Minor,rule,POST_OP
<DATE_TIME> female here for return prenatal visit with twins <DATE_TIME> and <DATE_TIME> pregnant,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Pregnancy 5: Return Prenatal <DATE_TIME> pregnant w/ <PERSON> only concern she has is nose bleeds,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
"alert, in nad, interactive.",866,Minor complaints NOS,General and Minor,silver,
vaginal bleeding and contractions <DATE_TIME>,455,Vaginal bleed,OB/GYN,silver,
"<DATE_TIME> female called said she was bleeding and having contractions, she is pregnant with twins",455,Vaginal bleed,OB/GYN,silver,
Abdominal pain in pregnant woman: possible labor: childbirth 1,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Vital signs,866,Minor complaints NOS,General and Minor,silver,
2 wk PP,866,Minor complaints NOS,General and Minor,silver,
Respiratory 17: Other Respiratory Illness prolonged untreated Covid-19,866,Minor complaints NOS,General and Minor,silver,
resp issues for <DATE_TIME>.,866,Minor complaints NOS,General and Minor,silver,
pt was kicked in right ribs and head multiple times. refused to wear c collar. complains of right rib pain and neck pain.,802,Major trauma—blunt,Trauma,silver,
"coughing blood,chest hurts",655,Hemoptysis,Respiratory,silver,
"BIBA from <PERSON> for Pulm abscess/lesio, lives in <LOCATION>; 5x day Hx of CP c 1 episode of frank hemoptysis, streaky blood/sputum c cough; smoker. R/o TB vs CA. In NAD, A&OX4, VSS, resp even & unlabored. Received 50 mcg Fent en route for <LOCATION>.",709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
FV Lung Cancer Screening,999,Unknown,General and Minor,silver,
"<PERSON>, PET/CT Results, Tumor Board Discussion",999,Unknown,General and Minor,silver,
Post hospital follow up,999,Unknown,General and Minor,silver,
"C/o chest pain, back pain, coughing up sputum with blood. <PERSON> has <DATE_TIME> lung cancer.",655,Hemoptysis,Respiratory,silver,
Pt BIBA coming from home where son says pt began to experience alt mental state <DATE_TIME> PTA. pt has hx lung cancer with radiation treatment to brain as well. pt appears altered upon arrival.,402,Confusion,Neurologic,silver,
bleeding and contracting,455,Vaginal bleed,OB/GYN,silver,
pt started bleeding while berry picking. approx 3 cups of blood. has slowed down now. lower abd and pelvic pain.,455,Vaginal bleed,OB/GYN,silver,
<DATE_TIME> came in fro sinus pain,154,URTI complaints,ENT - Nose,silver,
infected hand,709,Localized swelling/redness,Skin,silver,
human bite left hand red streaks,701,Bite,Skin,silver,
"Authorized in from selawil <DATE_TIME> punched brother a cut to left hand. Now red streaks radiating up arm to axilliary area, with redness and swelling to hand",709,Localized swelling/redness,Skin,silver,
hand injury,556,Upper extremity injury,Orthopedic,silver,
"wnd ck L hand, DOS: <DATE_TIME> LIM",710,Wound check,Skin,silver,
"pt BIB Guardian from <LOCATION>, reports worsening SOB x <DATE_TIME>; DX pneumonia, new onset HF. pt arrives on <DATE_TIME> with labored breathing. Cefipime, mag PTA.",651,Shortness of breath,Respiratory,silver,
Hopital Discharge,999,Unknown,General and Minor,silver,
"sob, dizziness, and abd pain",651,Shortness of breath,Respiratory,silver,
Musclosketetal Work UP,866,Minor complaints NOS,General and Minor,silver,
<DATE_TIME> female came in for chest pain,3,Chest pain—cardiac features,Cardiovascular,silver,
CHEST PAIN RIGHT SIDE WORSE WITH DEEP RESPIRATION.,4,Chest pain—non-cardiac features,Cardiovascular,silver,
ER f/u,866,Minor complaints NOS,General and Minor,silver,
Chest wall pain.,4,Chest pain—non-cardiac features,Cardiovascular,silver,
"Snowmobile wrech,",802,Major trauma—blunt,Trauma,silver,
"bib Guardian from <LOCATION>, level 2 trauma activation for SDH, hemo/pneumothorax, rib fx. see trauma flowsheet",802,Major trauma—blunt,Trauma,silver,
"CC: trauma, MVC",802,Major trauma—blunt,Trauma,silver,
s/p rib fractures,865,Post-operative complications,General and Minor,rule,POST_OP
"27 y/o male with toothache. pt stated he tried to wait until <DATE_TIME>, but the pain kept waking him up",101,Dental/gum problem,ENT - Mouth/Throat/Neck,silver,
27 y/o male took 3000 mg over a <DATE_TIME> period,752,Overdose ingestion,Substance Misuse,silver,
Overdose by <PERSON> with Medication,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
pt had tooth ache and took <PHONE_NUMBER> mg asa in <DATE_TIME>. pt began to have ringing in his ears.,54,Tinnitus,ENT - Ears,silver,
covid test for travel,851,Exposure to communicable disease,General and Minor,rule,COVID_EXPOSURE
"stabbed multiple times in the left upper chest,left neck, left breast , large hematoma over left eye",801,Major trauma—penetrating,Trauma,silver,
BIB Guardian from <LOCATION> for multiple stab wounds. See Trauma flow sheet for further documentation.,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
wound check & neck pain,710,Wound check,Skin,silver,
possible uti/ pain cloudy urine,307,UTI complaints,Genitourinary,silver,
"COVID positive, cough, headache, sore throat",653,Cough/congestion,Respiratory,rule,COVID_COUGH
"""<PERSON>"" with pressurein pelvic area. <DATE_TIME> pregnant",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
PEC work up at <DATE_TIME>,999,Unknown,General and Minor,silver,
Pre,999,Unknown,General and Minor,silver,
"PEC, IHCP",999,Unknown,General and Minor,silver,
"IHCP, PEC",999,Unknown,General and Minor,silver,
VTC visit wtih Dr <PERSON>,866,Minor complaints NOS,General and Minor,silver,
RPNV 35 6,999,Unknown,General and Minor,silver,
premature rupture of membrane,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
drainage from right breast with redness and pain,713,"Redness/tenderness, breast",Skin,silver,
FV Tonsillectomy,865,Post-operative complications,General and Minor,silver,
Recheck: Bleeding after tonsilectomy,865,Post-operative complications,General and Minor,silver,
Follow Up Bleeding after Toncilectomy,865,Post-operative complications,General and Minor,silver,
"ASuthorized in from <LOCATION>, <DATE_TIME> had a tonsillectomy, has had reoccuring bleeding. Still smoking and drinking alcohol",865,Post-operative complications,General and Minor,silver,
"Tonsillectomy <DATE_TIME>, has had active bleeding on and off, <DATE_TIME> had active bleeding that would not stop, went to local hospital, on exam active bleeding was seen, pt reported to have lost approx 1l blood whille in hosp, Hemo dropped 13 to 10.2",865,Post-operative complications,General and Minor,silver,
Follow up tonsil bleed,865,Post-operative complications,General and Minor,silver,
Authorized in from <LOCATION> with Guardian related to alcohol intoxication and possible assault. complaints of left sided facial/neck and lower lip pain. doesnt remember anything after <DATE_TIME>. in clinic was unresponsive po painfull stimuli,751,Substance misuse/intoxication,Substance Misuse,silver,
right hips pain,555,Lower extremity pain,Orthopedic,silver,
"fall, right hip pain",557,Lower extremity injury,Orthopedic,silver,
Pt BIB EMS after fall w hip fx. <PERSON> in place on arrival,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
Incision check- c/s <DATE_TIME> at Prov,856,Dressing change,General and Minor,silver,
Post op F/U,865,Post-operative complications,General and Minor,rule,POST_OP
pt BIB Guardian from <LOCATION> for SOB d/t COVID+. pt on 6L NC and increased RR. pt in 80% on room air.,651,Shortness of breath,Respiratory,rule,COVID_RESPIRATORY
VTC for cardiology,866,Minor complaints NOS,General and Minor,silver,
VTC f/u NSTEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
VTC F/U NSTEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
"heart problem, chronic care, SOB and edema to right leg",651,Shortness of breath,Respiratory,silver,
"SOB, leg swelling",651,Shortness of breath,Respiratory,silver,
84yo M ccAbdominal pain since <DATE_TIME> and <DATE_TIME> wife wants to know if its one of his medicines that is doing this or if its gas,251,Abdominal pain,Gastrointestinal,silver,
<DATE_TIME> male recheck abdomen pain,251,Abdominal pain,Gastrointestinal,silver,
Recheck abdomen pain,251,Abdominal pain,Gastrointestinal,silver,
